id,cost,talktime,validity,short description,long description
3245,3,,5 days,Recharge of Rs. 3 by Airtel,All local + STD - A2A calls @15p/min --  A2O mobile calls @30p/Min -- Applicable only for new subscribers as FRC/SRC
3246,11,,84 days,Recharge of Rs. 11 by Airtel,All Local airtel calls @10 p/min -- Applicable only for new subscribers as FRC/SRC
3247,48,15,90 days,Recharge of Rs. 48 by Airtel,10 P/SMS (L+S) -- All mobile calls (L+S) @1.5p/sec & fixed line calls (L+S) @2.5 p/s -- 100 MB 3G data (30 days0 -- Applicable only for new subscribers as FRC/SRC
3248,51,25,30 days,Recharge of Rs. 51 by Airtel,100 MB 4G/3G data -- 10p SMS (L+STD) + all mobile calls at 1.5p/sec & fixed line calls at 2.5 p/s -- Applicable only for new subscribers as FRC/SRC
3249,52,,35 Days,Recharge of Rs. 52 by Airtel,All Unlimited Local + STD calls in National Roaming (35 Days). For 4G H/s and 4G SIM (84 days) -- Applicable only on FRC 443(T&C apply) -- Applicable only for new subscribers as FRC/SRC
3250,76,28,90 days,Recharge of Rs. 76 by Airtel,"175 MB 3G, 30 days + Talktime of Rs.28 + 10 p SMS (Local+STD)+all mobile calls at 1.5p/sec & fixed line calls at 2.5 p/s -- Applicable only for new subscribers as FRC/SRC"
3251,81,46,90 days,Recharge of Rs. 81 by Airtel,100 MB 3G data (30 days) -- 10 p/SMS (Local+STD) -- All (local+std) mobile calls @1.5p/sec & fixed line (local+std) calls @2.5 p/s for 90 days -- Applicable only for new subscribers as FRC/SRC
3252,96,,30 days,Recharge of Rs. 96 by Airtel,1 GB 2G Data -- Applicable only for new subscribers as FRC/SRC
3253,143,,28 days,Recharge of Rs. 143 by Airtel,Unlimited Local & STD Airtel calls -- 2 GB data on 4G Handset with 4G SIM and 1 GB for others -- T&C apply -- Applicable only for new subscribers as FRC/SRC
3254,159,20,90 days,Recharge of Rs. 159 by Airtel,"Talktime of Rs.20 + 500MB(day) + 1GB(night) 3G , 30 days + All local and STD mobile calls @1.5p/sec+10 p SMS (Local+STD) -- Applicable only for new subscribers as FRC/SRC"
3255,193,,84 days,Recharge of Rs. 193 by Airtel,Unlimited Local + STD Airtel mobile + 150 A2M minutes -- 2 GB dataOther H/S: Unlimited Local + STD Airtel mobile + 150 A2M -- 1 GB Data (28 days) -- T&C apply. -- Applicable only for new subscribers as FRC/SRC
3256,293,,84 days,Recharge of Rs. 293 by Airtel,4G handset with 4G SIM: Unlimited Local+STD Airtel mobile -- 1 GB/day Data Other handset: Unlimited Local + STD -- 2 GB ata (35 days) -- T&C apply -- Applicable only for new subscribers as FRC/SRC
3257,343,,28 days,Recharge of Rs. 343 by Airtel,Unlimited all Local + STD calls -- 1 GB/day 3G/4G data -- T&C apply. -- Applicable only for new subscribers as FRC/SRC
3258,401,200,90 days,Recharge of Rs. 401 by Airtel,2 GB 4G/3G Data -- SMS Local + National at 10p/SMS+All mobile calls at 1.5 p/s and fixed line calls at 2.5 p/sec -- Applicable only for new subscribers as FRC/SRC
3259,443,,84 days,Recharge of Rs. 443 by Airtel,4G handset with 4G SIM: Unlimited All Local + STD -- 1 GB day Data Other handset: Unlimited All Local + STD -- 2 GB Data (35 days) -- T&C apply -- Applicable only for new subscribers as FRC/SRC
